counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_touch.clicked_name,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.520165,1,,,,,,341,NW,"ID",33,myrtie,MYRTIE,z,0.520165,,,,,,0.015558402,-0.41894412,0,0,0,,0,364,364,280,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.53913,1,,,,,,150,WORD,"ID",16,random,RANDOM,m,0.53913,,,,,,0.015558402,-0.41894412,0,0,0,,0,365,365,89,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.602085,1,,,,,,189,WORD,UN,33,backup,CENSOR,m,0.602085,,,,,,0.015558402,-0.41894412,0,0,0,,0,366,366,128,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.47383,1,,,,,,31,WORD,UN,16,buckle,WEAPON,m,0.47383,,,,,,0.015558402,-0.41894412,0,0,0,,0,367,367,210,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.524855,1,,,,,,307,NW,"ID",33,kirafe,KIRAFE,z,0.524855,,,,,,0.015558402,-0.41894412,0,0,0,,0,368,368,246,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.501595,1,,,,,,353,NW,"ID",33,clurey,CLUREY,z,0.501595,,,,,,0.015558402,-0.41894412,0,0,0,,0,369,369,292,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.45137,0,,,,,,220,WORD,UN,33,mascot,VOYAGE,m,0.45137,,,,,,0.015558402,-0.41894412,0,0,0,,0,370,370,159,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57609,1,,,,,,244,NW,UN,16,anougs,EATRIC,z,0.57609,,,,,,0.015558402,-0.41894412,0,0,0,,0,371,371,423,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.552385,1,,,,,,15,WORD,UN,16,faucet,AMOUNT,m,0.552385,,,,,,0.015558402,-0.41894412,0,0,0,,0,372,372,194,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.584915,1,,,,,,163,WORD,"ID",16,string,STRING,m,0.584915,,,,,,0.015558402,-0.41894412,0,0,0,,0,373,373,102,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.598095,1,,,,,,462,NW,UN,33,kispel,ABSULT,z,0.598095,,,,,,0.015558402,-0.41894412,0,0,0,,0,374,374,401,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60224,1,,,,,,87,WORD,"ID",33,filter,FILTER,m,0.60224,,,,,,0.015558402,-0.41894412,0,0,0,,0,375,375,26,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.515155,1,,,,,,49,WORD,UN,16,snatch,SURVEY,m,0.515155,,,,,,0.015558402,-0.41894412,0,0,0,,0,376,376,228,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.518545,1,,,,,,74,WORD,"ID",33,plaque,PLAQUE,m,0.518545,,,,,,0.015558402,-0.41894412,0,0,0,,0,377,377,13,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57849,1,,,,,,331,NW,"ID",33,gilfew,GILFEW,z,0.57849,,,,,,0.015558402,-0.41894412,0,0,0,,0,378,378,270,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.575155,1,,,,,,88,WORD,"ID",33,hunger,HUNGER,m,0.575155,,,,,,0.015558402,-0.41894412,0,0,0,,0,379,379,27,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.574205,1,,,,,,248,NW,UN,16,batrol,STROLE,z,0.574205,,,,,,0.015558402,-0.41894412,0,0,0,,0,380,380,427,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.518335,1,,,,,,438,NW,UN,33,limpor,BAITCH,z,0.518335,,,,,,0.015558402,-0.41894412,0,0,0,,0,381,381,377,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51256,1,,,,,,254,NW,UN,16,apight,VAROSH,z,0.51256,,,,,,0.015558402,-0.41894412,0,0,0,,0,382,382,433,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.551385,1,,,,,,46,WORD,UN,16,income,SINGLE,m,0.551385,,,,,,0.015558402,-0.41894412,0,0,0,,0,383,383,225,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.55978,1,,,,,,230,WORD,UN,33,mother,FRINGE,m,0.55978,,,,,,0.015558402,-0.41894412,0,0,0,,0,384,384,169,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.716105,1,,,,,,11,WORD,UN,16,amount,CRUISE,m,0.716105,,,,,,0.015558402,-0.41894412,0,0,0,,0,385,385,190,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.619165,1,,,,,,64,WORD,"ID",33,throne,THRONE,m,0.619165,,,,,,0.015558402,-0.41894412,0,0,0,,0,386,386,3,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.655085,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.655085,,,,,,0.015558402,-0.41894412,0,0,0,,0,387,387,4,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.599405,1,,,,,,372,NW,"ID",16,ramily,RAMILY,z,0.599405,,,,,,0.015558402,-0.41894412,0,0,0,,0,388,388,311,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.59927,1,,,,,,141,WORD,"ID",16,orphan,ORPHAN,m,0.59927,,,,,,0.015558402,-0.41894412,0,0,0,,0,389,389,80,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,0,,,,,,,,0.792885,0,,,,,,157,WORD,"ID",16,dragon,DRAGON,m,0.792885,,,,,,0.015558402,-0.41894412,0,0,0,,0,390,390,96,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.77293,1,,,,,,218,WORD,UN,33,bucket,SHRINK,m,0.77293,,,,,,0.015558402,-0.41894412,0,0,0,,0,391,391,157,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.64994,1,,,,,,416,NW,"ID",16,pathel,PATHEL,z,0.64994,,,,,,0.015558402,-0.41894412,0,0,0,,0,392,392,355,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60916,1,,,,,,245,NW,UN,16,piaton,ANOUGS,z,0.60916,,,,,,0.015558402,-0.41894412,0,0,0,,0,393,393,424,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.56601,1,,,,,,24,WORD,UN,16,domain,PRAISE,m,0.56601,,,,,,0.015558402,-0.41894412,0,0,0,,0,394,394,203,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.58239,1,,,,,,289,NW,UN,16,splino,STARBY,z,0.58239,,,,,,0.015558402,-0.41894412,0,0,0,,0,395,395,468,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.55349,1,,,,,,378,NW,"ID",16,shrile,SHRILE,z,0.55349,,,,,,0.015558402,-0.41894412,0,0,0,,0,396,396,317,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.51301,1,,,,,,315,NW,"ID",33,laston,LASTON,z,0.51301,,,,,,0.015558402,-0.41894412,0,0,0,,0,397,397,254,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.54135,1,,,,,,51,WORD,UN,16,impose,HUNGRY,m,0.54135,,,,,,0.015558402,-0.41894412,0,0,0,,0,398,398,230,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.570305,1,,,,,,422,NW,UN,33,streld,ALCOUD,z,0.570305,,,,,,0.015558402,-0.41894412,0,0,0,,0,399,399,361,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.502155,1,,,,,,470,NW,UN,33,nobest,CRUDIO,z,0.502155,,,,,,0.015558402,-0.41894412,0,0,0,,0,400,400,409,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.636695,1,,,,,,77,WORD,"ID",33,racket,RACKET,m,0.636695,,,,,,0.015558402,-0.41894412,0,0,0,,0,401,401,16,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.63403,1,,,,,,154,WORD,"ID",16,author,AUTHOR,m,0.63403,,,,,,0.015558402,-0.41894412,0,0,0,,0,402,402,93,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.516345,1,,,,,,104,WORD,"ID",33,studio,STUDIO,m,0.516345,,,,,,0.015558402,-0.41894412,0,0,0,,0,403,403,43,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57085,1,,,,,,471,NW,UN,33,cigney,NOBEST,z,0.57085,,,,,,0.015558402,-0.41894412,0,0,0,,0,404,404,410,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.553975,1,,,,,,357,NW,"ID",33,derain,DERAIN,z,0.553975,,,,,,0.015558402,-0.41894412,0,0,0,,0,405,405,296,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.483325,1,,,,,,457,NW,UN,33,barcet,WANIGH,z,0.483325,,,,,,0.015558402,-0.41894412,0,0,0,,0,406,406,396,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.545515,1,,,,,,209,WORD,UN,33,monkey,SEARCH,m,0.545515,,,,,,0.015558402,-0.41894412,0,0,0,,0,407,407,148,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.63775,1,,,,,,371,NW,"ID",16,geiloy,GEILOY,z,0.63775,,,,,,0.015558402,-0.41894412,0,0,0,,0,408,408,310,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.566045,1,,,,,,480,NW,UN,33,knisma,ROBULY,z,0.566045,,,,,,0.015558402,-0.41894412,0,0,0,,0,409,409,419,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.537265,1,,,,,,110,WORD,"ID",33,polite,POLITE,m,0.537265,,,,,,0.015558402,-0.41894412,0,0,0,,0,410,410,49,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57678,1,,,,,,93,WORD,"ID",33,public,PUBLIC,m,0.57678,,,,,,0.015558402,-0.41894412,0,0,0,,0,411,411,32,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.630535,1,,,,,,428,NW,UN,33,funtle,TANDLY,z,0.630535,,,,,,0.015558402,-0.41894412,0,0,0,,0,412,412,367,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5497,1,,,,,,5,WORD,UN,16,bundle,PLUNGE,m,0.5497,,,,,,0.015558402,-0.41894412,0,0,0,,0,413,413,184,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.57172,1,,,,,,142,WORD,"ID",16,spruce,SPRUCE,m,0.57172,,,,,,0.015558402,-0.41894412,0,0,0,,0,414,414,81,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.60857,1,,,,,,361,NW,"ID",16,pauche,PAUCHE,z,0.60857,,,,,,0.015558402,-0.41894412,0,0,0,,0,415,415,300,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.603475,1,,,,,,442,NW,UN,33,dorsex,ABOUNE,z,0.603475,,,,,,0.015558402,-0.41894412,0,0,0,,0,416,416,381,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.607,1,,,,,,295,NW,UN,16,beinch,GLEATH,z,0.607,,,,,,0.015558402,-0.41894412,0,0,0,,0,417,417,474,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.685635,1,,,,,,448,NW,UN,33,brunge,SADENT,z,0.685635,,,,,,0.015558402,-0.41894412,0,0,0,,0,418,418,387,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.559555,1,,,,,,256,NW,UN,16,veniod,INLORS,z,0.559555,,,,,,0.015558402,-0.41894412,0,0,0,,0,419,419,435,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.54913,1,,,,,,234,WORD,UN,33,poster,CLUMSY,m,0.54913,,,,,,0.015558402,-0.41894412,0,0,0,,0,420,420,173,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.87179,1,,,,,,167,WORD,"ID",16,design,DESIGN,m,0.87179,,,,,,0.015558402,-0.41894412,0,0,0,,0,421,421,106,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.5026,1,,,,,,61,WORD,"ID",33,ponder,PONDER,m,0.5026,,,,,,0.015558402,-0.41894412,0,0,0,,0,422,422,0,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.448895,1,,,,,,119,WORD,"ID",33,spider,SPIDER,m,0.448895,,,,,,0.015558402,-0.41894412,0,0,0,,0,423,423,58,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.534645,1,,,,,,217,WORD,UN,33,shrink,LIQUOR,m,0.534645,,,,,,0.015558402,-0.41894412,0,0,0,,0,424,424,156,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,0,,,,,,,,0.64266,0,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,0.64266,,,,,,0.015558402,-0.41894412,0,0,0,,0,425,425,448,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.595895,1,,,,,,219,WORD,UN,33,voyage,BUCKET,m,0.595895,,,,,,0.015558402,-0.41894412,0,0,0,,0,426,426,158,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60035,1,,,,,,170,WORD,"ID",16,pounce,POUNCE,m,0.60035,,,,,,0.015558402,-0.41894412,0,0,0,,0,427,427,109,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.52583,1,,,,,,36,WORD,UN,16,insult,VANISH,m,0.52583,,,,,,0.015558402,-0.41894412,0,0,0,,0,428,428,215,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.569915,1,,,,,,16,WORD,UN,16,charge,FAUCET,m,0.569915,,,,,,0.015558402,-0.41894412,0,0,0,,0,429,429,195,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.6334,1,,,,,,222,WORD,UN,33,export,HINDER,m,0.6334,,,,,,0.015558402,-0.41894412,0,0,0,,0,430,430,161,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.668425,1,,,,,,396,NW,"ID",16,flengy,FLENGY,z,0.668425,,,,,,0.015558402,-0.41894412,0,0,0,,0,431,431,335,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.60064,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,0.60064,,,,,,0.015558402,-0.41894412,0,0,0,,0,432,432,50,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.500015,1,,,,,,235,WORD,UN,33,pirate,GRUMPY,m,0.500015,,,,,,0.015558402,-0.41894412,0,0,0,,0,433,433,174,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.57319,1,,,,,,461,NW,UN,33,absult,JUSTRE,z,0.57319,,,,,,0.015558402,-0.41894412,0,0,0,,0,434,434,400,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.59903,1,,,,,,148,WORD,"ID",16,custom,CUSTOM,m,0.59903,,,,,,0.015558402,-0.41894412,0,0,0,,0,435,435,87,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.566865,1,,,,,,375,NW,"ID",16,yorque,YORQUE,z,0.566865,,,,,,0.015558402,-0.41894412,0,0,0,,0,436,436,314,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.8154,1,,,,,,145,WORD,"ID",16,parish,PARISH,m,0.8154,,,,,,0.015558402,-0.41894412,0,0,0,,0,437,437,84,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.644685,1,,,,,,455,NW,UN,33,broget,TONDLE,z,0.644685,,,,,,0.015558402,-0.41894412,0,0,0,,0,438,438,394,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.62947,1,,,,,,216,WORD,UN,33,liquor,BEHALF,m,0.62947,,,,,,0.015558402,-0.41894412,0,0,0,,0,439,439,155,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,m,1,,,,,,,,0.68436,1,,,,,,139,WORD,"ID",16,debris,DEBRIS,m,0.68436,,,,,,0.015558402,-0.41894412,0,0,0,,0,440,440,78,1,,
,,,,,,,,,,,,,,,,,,5bc9f8b677740000016a08b5,2020-11-27_10h02.32.737,lexical_decision_task_MP_exp2,2020.2.5,Linux x86_64,60,,z,1,,,,,,,,0.633055,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,0.633055,,,,,,0.015558402,-0.41894412,0,0,0,,0,441,441,384,1,,
