counterbalancing_condition,instr_done_keyboard.keys,instr_done_keyboard.rt,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instruction_pages.thisRepN,instruction_pages.thisTrialN,instruction_pages.thisN,instruction_pages.thisIndex,instruction_pages.ran,pageN,phase,instruct_text,has_image,instruct_image,participant,date,expName,psychopyVersion,OS,frameRate,instr_done_touch.clicked_name,response.keys,response.corr,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,practice_trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,response.rt,end_of_practice_trials_pages.thisRepN,end_of_practice_trials_pages.thisTrialN,end_of_practice_trials_pages.thisN,end_of_practice_trials_pages.thisIndex,end_of_practice_trials_pages.ran,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,experiment_trials.thisRepN,experiment_trials.thisTrialN,experiment_trials.thisN,experiment_trials.thisIndex,experiment_trials.ran,break_done_keyboard.rt
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.846,0,,,,,,460,NW,UN,33,justre,MINGAR,z,0.846,,,,,,0.048148148,-0.419444444,0,0,0,,0,369,369,399,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.828,0,,,,,,115,WORD,"ID",33,guitar,GUITAR,m,0.828,,,,,,0.048148148,-0.419444444,0,0,0,,0,370,370,54,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.783,1,,,,,,134,WORD,"ID",16,staple,STAPLE,m,0.783,,,,,,0.048148148,-0.419444444,0,0,0,,0,371,371,73,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.909,1,,,,,,71,WORD,"ID",33,garden,GARDEN,m,0.909,,,,,,0.048148148,-0.419444444,0,0,0,,0,372,372,10,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.845,1,,,,,,228,WORD,UN,33,kidney,MASTER,m,0.845,,,,,,0.048148148,-0.419444444,0,0,0,,0,373,373,167,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.86,1,,,,,,208,WORD,UN,33,search,HOCKEY,m,0.86,,,,,,0.048148148,-0.419444444,0,0,0,,0,374,374,147,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.754,1,,,,,,150,WORD,"ID",16,random,RANDOM,m,0.754,,,,,,0.048148148,-0.419444444,0,0,0,,0,375,375,89,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.78,0,,,,,,85,WORD,"ID",33,sprawl,SPRAWL,m,0.78,,,,,,0.048148148,-0.419444444,0,0,0,,0,376,376,24,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.972,1,,,,,,445,NW,UN,33,runamo,MINKEL,z,0.972,,,,,,0.048148148,-0.419444444,0,0,0,,0,377,377,384,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.015,0,,,,,,421,NW,UN,33,alcoud,KNISMA,z,1.015,,,,,,0.048148148,-0.419444444,0,0,0,,0,378,378,360,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.871,0,,,,,,248,NW,UN,16,batrol,STROLE,z,0.871,,,,,,0.048148148,-0.419444444,0,0,0,,0,379,379,427,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.774,1,,,,,,260,NW,UN,16,stunch,UNJECT,z,0.774,,,,,,0.048148148,-0.419444444,0,0,0,,0,380,380,439,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.934,0,,,,,,286,NW,UN,16,nymbel,RELDON,z,0.934,,,,,,0.048148148,-0.419444444,0,0,0,,0,381,381,465,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.416,0,,,,,,362,NW,"ID",16,tireau,TIREAU,z,1.416,,,,,,0.048148148,-0.419444444,0,0,0,,0,382,382,301,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.745,1,,,,,,394,NW,"ID",16,spaqux,SPAQUX,z,0.745,,,,,,0.048148148,-0.419444444,0,0,0,,0,383,383,333,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.929,0,,,,,,335,NW,"ID",33,desion,DESION,z,0.929,,,,,,0.048148148,-0.419444444,0,0,0,,0,384,384,274,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.976,1,,,,,,169,WORD,"ID",16,genius,GENIUS,m,0.976,,,,,,0.048148148,-0.419444444,0,0,0,,0,385,385,108,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.802,1,,,,,,327,NW,"ID",33,plenac,PLENAC,z,0.802,,,,,,0.048148148,-0.419444444,0,0,0,,0,386,386,266,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.839,0,,,,,,324,NW,"ID",33,steikh,STEIKH,z,0.839,,,,,,0.048148148,-0.419444444,0,0,0,,0,387,387,263,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.867,1,,,,,,34,WORD,UN,16,socket,JUNGLE,m,0.867,,,,,,0.048148148,-0.419444444,0,0,0,,0,388,388,213,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.763,1,,,,,,23,WORD,UN,16,praise,WEALTH,m,0.763,,,,,,0.048148148,-0.419444444,0,0,0,,0,389,389,202,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.016,0,,,,,,315,NW,"ID",33,laston,LASTON,z,1.016,,,,,,0.048148148,-0.419444444,0,0,0,,0,390,390,254,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.99,1,,,,,,389,NW,"ID",16,witmer,WITMER,z,0.99,,,,,,0.048148148,-0.419444444,0,0,0,,0,391,391,328,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.769,1,,,,,,204,WORD,UN,33,lounge,BURDEN,m,0.769,,,,,,0.048148148,-0.419444444,0,0,0,,0,392,392,143,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.904,1,,,,,,44,WORD,UN,16,clergy,DANGER,m,0.904,,,,,,0.048148148,-0.419444444,0,0,0,,0,393,393,223,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.835,1,,,,,,89,WORD,"ID",33,permit,PERMIT,m,0.835,,,,,,0.048148148,-0.419444444,0,0,0,,0,394,394,28,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,0,,,,,,,,0.859,0,,,,,,188,WORD,UN,33,censor,SOCIAL,m,0.859,,,,,,0.048148148,-0.419444444,0,0,0,,0,395,395,127,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.925,0,,,,,,267,NW,UN,16,packes,PASINK,z,0.925,,,,,,0.048148148,-0.419444444,0,0,0,,0,396,396,446,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.12,1,,,,,,250,NW,UN,16,lupict,MILTED,z,1.12,,,,,,0.048148148,-0.419444444,0,0,0,,0,397,397,429,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.854,1,,,,,,227,WORD,UN,33,master,SELDOM,m,0.854,,,,,,0.048148148,-0.419444444,0,0,0,,0,398,398,166,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.842,1,,,,,,242,NW,UN,16,musied,UNWERT,z,0.842,,,,,,0.048148148,-0.419444444,0,0,0,,0,399,399,421,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.913,1,,,,,,237,WORD,UN,33,glance,POSTER,m,0.913,,,,,,0.048148148,-0.419444444,0,0,0,,0,400,400,176,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.847,1,,,,,,84,WORD,"ID",33,mortal,MORTAL,m,0.847,,,,,,0.048148148,-0.419444444,0,0,0,,0,401,401,23,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.812,1,,,,,,451,NW,UN,33,surden,CAINKY,z,0.812,,,,,,0.048148148,-0.419444444,0,0,0,,0,402,402,390,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.234,1,,,,,,14,WORD,UN,16,orange,ALMOST,m,1.234,,,,,,0.048148148,-0.419444444,0,0,0,,0,403,403,193,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.76,1,,,,,,229,WORD,UN,33,fringe,MOTHER,m,0.76,,,,,,0.048148148,-0.419444444,0,0,0,,0,404,404,168,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.929,1,,,,,,312,NW,"ID",33,nerawl,NERAWL,z,0.929,,,,,,0.048148148,-0.419444444,0,0,0,,0,405,405,251,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.773,1,,,,,,240,WORD,UN,33,seldom,FOREST,m,0.773,,,,,,0.048148148,-0.419444444,0,0,0,,0,406,406,179,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.779,1,,,,,,155,WORD,"ID",16,lizard,LIZARD,m,0.779,,,,,,0.048148148,-0.419444444,0,0,0,,0,407,407,94,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.763,1,,,,,,151,WORD,"ID",16,mystic,MYSTIC,m,0.763,,,,,,0.048148148,-0.419444444,0,0,0,,0,408,408,90,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.867,0,,,,,,457,NW,UN,33,barcet,WANIGH,z,0.867,,,,,,0.048148148,-0.419444444,0,0,0,,0,409,409,396,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.7,1,,,,,,96,WORD,"ID",33,ignore,IGNORE,m,0.7,,,,,,0.048148148,-0.419444444,0,0,0,,0,410,410,35,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.87,0,,,,,,333,NW,"ID",33,catrie,CATRIE,z,0.87,,,,,,0.048148148,-0.419444444,0,0,0,,0,411,411,272,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.938,1,,,,,,166,WORD,"ID",16,starch,STARCH,m,0.938,,,,,,0.048148148,-0.419444444,0,0,0,,0,412,412,105,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.861,0,,,,,,395,NW,"ID",16,colury,COLURY,z,0.861,,,,,,0.048148148,-0.419444444,0,0,0,,0,413,413,334,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.755,1,,,,,,458,NW,UN,33,hocite,BARCET,z,0.755,,,,,,0.048148148,-0.419444444,0,0,0,,0,414,414,397,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.87,0,,,,,,473,NW,UN,33,hablin,CRIBLE,z,0.87,,,,,,0.048148148,-0.419444444,0,0,0,,0,415,415,412,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.006,1,,,,,,269,NW,UN,16,wrimsy,ORCHET,z,1.006,,,,,,0.048148148,-0.419444444,0,0,0,,0,416,416,448,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.823,1,,,,,,436,NW,UN,33,snapel,FRUTAN,z,0.823,,,,,,0.048148148,-0.419444444,0,0,0,,0,417,417,375,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.879,0,,,,,,275,NW,UN,16,yarmon,SLEIRT,z,0.879,,,,,,0.048148148,-0.419444444,0,0,0,,0,418,418,454,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.956,1,,,,,,383,NW,"ID",16,aungre,AUNGRE,z,0.956,,,,,,0.048148148,-0.419444444,0,0,0,,0,419,419,322,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.902,0,,,,,,354,NW,"ID",33,virlex,VIRLEX,z,0.902,,,,,,0.048148148,-0.419444444,0,0,0,,0,420,420,293,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.983,0,,,,,,351,NW,"ID",33,tiesch,TIESCH,z,0.983,,,,,,0.048148148,-0.419444444,0,0,0,,0,421,421,290,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,1.182,0,,,,,,401,NW,"ID",16,mustil,MUSTIL,z,1.182,,,,,,0.048148148,-0.419444444,0,0,0,,0,422,422,340,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.957,1,,,,,,95,WORD,"ID",33,thread,THREAD,m,0.957,,,,,,0.048148148,-0.419444444,0,0,0,,0,423,423,34,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.723,1,,,,,,12,WORD,UN,16,strive,ORANGE,m,0.723,,,,,,0.048148148,-0.419444444,0,0,0,,0,424,424,191,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.866,1,,,,,,137,WORD,"ID",16,finger,FINGER,m,0.866,,,,,,0.048148148,-0.419444444,0,0,0,,0,425,425,76,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.657,1,,,,,,99,WORD,"ID",33,fluent,FLUENT,m,0.657,,,,,,0.048148148,-0.419444444,0,0,0,,0,426,426,38,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.968,1,,,,,,468,NW,UN,33,padifs,WICTOR,z,0.968,,,,,,0.048148148,-0.419444444,0,0,0,,0,427,427,407,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.8,1,,,,,,18,WORD,UN,16,patron,HUMBLE,m,0.8,,,,,,0.048148148,-0.419444444,0,0,0,,0,428,428,197,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.032,1,,,,,,111,WORD,"ID",33,induce,INDUCE,m,1.032,,,,,,0.048148148,-0.419444444,0,0,0,,0,429,429,50,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.05,1,,,,,,249,NW,UN,16,milted,BATROL,z,1.05,,,,,,0.048148148,-0.419444444,0,0,0,,0,430,430,428,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.138,1,,,,,,296,NW,UN,16,fertic,BEINCH,z,1.138,,,,,,0.048148148,-0.419444444,0,0,0,,0,431,431,475,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.815,1,,,,,,65,WORD,"ID",33,symbol,SYMBOL,m,0.815,,,,,,0.048148148,-0.419444444,0,0,0,,0,432,432,4,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,1.028,1,,,,,,337,NW,"ID",33,rejols,REJOLS,z,1.028,,,,,,0.048148148,-0.419444444,0,0,0,,0,433,433,276,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.915,1,,,,,,265,NW,UN,16,varmit,DISTAR,z,0.915,,,,,,0.048148148,-0.419444444,0,0,0,,0,434,434,444,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.768,1,,,,,,127,WORD,"ID",16,castle,CASTLE,m,0.768,,,,,,0.048148148,-0.419444444,0,0,0,,0,435,435,66,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.915,1,,,,,,424,NW,UN,33,frudge,PRAILE,z,0.915,,,,,,0.048148148,-0.419444444,0,0,0,,0,436,436,363,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,0,,,,,,,,0.781,0,,,,,,387,NW,"ID",16,gronce,GRONCE,z,0.781,,,,,,0.048148148,-0.419444444,0,0,0,,0,437,437,326,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,z,1,,,,,,,,0.851,1,,,,,,465,NW,UN,33,bafent,WHIVEX,z,0.851,,,,,,0.048148148,-0.419444444,0,0,0,,0,438,438,404,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.706,1,,,,,,158,WORD,"ID",16,island,ISLAND,m,0.706,,,,,,0.048148148,-0.419444444,0,0,0,,0,439,439,97,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,1.077,1,,,,,,117,WORD,"ID",33,branch,BRANCH,m,1.077,,,,,,0.048148148,-0.419444444,0,0,0,,0,440,440,56,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,461,NW,UN,33,absult,JUSTRE,z,,,,,,,0.79537037,-0.102777778,0,0,0,,0,441,441,400,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,294,NW,UN,16,gleath,INHORT,z,,,,,,,0.144444444,-0.028703704,0,0,0,,0,442,442,473,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,266,NW,UN,16,pasink,VARMIT,z,,,,,,,0.144444444,-0.028703704,0,0,0,,0,443,443,445,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,193,WORD,UN,33,mildew,OBJECT,m,,,,,,,0.144444444,-0.028703704,0,0,0,,0,444,444,132,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,391,NW,"ID",16,theldy,THELDY,z,,,,,,,0.144444444,-0.028703704,0,0,0,,0,445,445,330,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,,0,,,,,,,,1.077,-1,,,,,,273,NW,UN,16,fumblo,SORTEL,z,,,,,,,0.139814815,-0.02962963,0,0,0,,0,446,446,452,1,
,,,,,,,,,,,,,,,,,,5f85bd6e80e28b067e4e7f6d,2020-12-01_11h25.58.707,lexical_decision_task_MP_exp2,2020.2.8,Win32,60,,m,1,,,,,,,,0.493,1,,,,,,98,WORD,"ID",33,belong,BELONG,m,0.493,,,,,,0.139814815,-0.02962963,0,0,0,,0,447,447,37,1,
